n;Driver;DriverNumber;LapNumber;Stint;SpeedI1;SpeedI2;SpeedFL;SpeedST;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;TrackStatus;Position;Deleted;DeletedReason;LapTimeSeconds;PitOutTimeSeconds;PitInTimeSeconds;Sector1TimeSeconds;Sector2TimeSeconds;Sector3TimeSeconds;LapStartTimeSinceStartSeconds;LapEndTimeSinceStartSeconds;Sector1TimeSinceStartSeconds;Sector2TimeSinceStartSeconds;Sector3TimeSinceStartSeconds
719;COL;43;45;3;263;265;280;311;False;SOFT;6;True;Alpine;1;18;False;;81,05;;;23,961;32,527;24,562;3690,777;3771,827;3714,749;3747,276;3771,838
720;COL;43;46;3;267;263;281;312;False;SOFT;7;True;Alpine;1;18;False;;80,728;;;23,759;32,474;24,495;3771,827;3852,555;3795,597;3828,071;3852,566
721;COL;43;47;3;265;267;281;;False;SOFT;8;True;Alpine;1;18;False;;80,273;;;23,516;32,498;24,259;3852,555;3932,828;3876,082;3908,58;3932,839
722;COL;43;48;3;271;268;282;313;False;SOFT;9;True;Alpine;1;18;False;;82,164;;;23,804;33,898;24,462;3932,828;4014,992;3956,643;3990,541;4015,003
723;COL;43;49;3;;265;281;;False;SOFT;10;True;Alpine;1;18;False;;80,105;;;23,479;32,361;24,265;4014,992;4095,097;4038,482;4070,843;4095,108
724;COL;43;50;3;268;265;281;;False;SOFT;11;True;Alpine;1;18;False;;80,056;;;23,498;32,317;24,241;4095,097;4175,153;4118,606;4150,923;4175,164
725;COL;43;51;3;271;268;280;312;False;SOFT;12;True;Alpine;1;18;False;;80,076;;;23,672;32,136;24,268;4175,153;4255,229;4198,836;4230,972;4255,24
726;COL;43;52;3;266;266;281;;False;SOFT;13;True;Alpine;1;18;False;;80,12;;;23,579;32,321;24,22;4255,229;4335,349;4278,819;4311,14;4335,36
727;COL;43;53;3;267;265;282;311;False;SOFT;14;True;Alpine;12;18;False;;80,08;;;23,578;32,381;24,121;4335,349;4415,429;4358,938;4391,319;4415,44
728;COL;43;54;3;222;174;;;False;SOFT;15;True;Alpine;24;17;False;;108,581;;8074,669;31,09;42,321;35,17;4415,429;4524,01;4446,53;4488,851;4524,021
729;COL;43;55;4;206;191;237;242;False;SOFT;2;False;Alpine;4;17;False;;124,85;8096,549;;47,914;43,658;33,278;4524,01;4648,86;4571,935;4615,593;4648,871
730;COL;43;56;4;238;159;93;288;False;SOFT;3;False;Alpine;4;17;False;;107,812;;;27,442;41,887;38,483;4648,86;4756,672;4676,313;4718,2;4756,683
731;COL;43;57;4;124;145;252;260;False;SOFT;4;False;Alpine;4;17;False;;114,134;;;37,078;49,101;27,955;4756,672;4870,806;4793,761;4842,862;4870,817
732;COL;43;58;4;254;242;280;290;False;SOFT;5;False;Alpine;4;17;False;;83,285;;;25,34;33,386;24,559;4870,806;4954,091;4896,157;4929,543;4954,102
733;COL;43;59;4;262;257;274;310;False;SOFT;6;False;Alpine;4;17;False;;82,685;;;24,389;33,245;25,051;4954,091;5036,776;4978,491;5011,736;5036,787
734;COL;43;60;4;245;200;284;;False;SOFT;7;False;Alpine;41;17;False;;88,629;;;24,742;33,351;30,536;5036,776;5125,405;5061,529;5094,88;5125,416
735;COL;43;61;4;273;257;283;316;False;SOFT;8;False;Alpine;1;17;False;;82,072;;;24,107;33,37;24,595;5125,405;5207,477;5149,523;5182,893;5207,488
736;COL;43;62;4;275;265;287;314;False;SOFT;9;False;Alpine;1;17;False;;80,401;;;23,653;32,408;24,34;5207,477;5287,878;5231,141;5263,549;5287,889
737;COL;43;63;4;269;266;285;335;False;SOFT;10;False;Alpine;1;17;False;;80,276;;;23,239;32,774;24,263;5287,878;5368,154;5311,128;5343,902;5368,165
738;COL;43;64;4;274;268;285;319;False;SOFT;11;False;Alpine;1;17;False;;80,536;;;23,602;32,592;24,342;5368,154;5448,69;5391,767;5424,359;5448,701
739;COL;43;65;4;265;272;289;335;False;SOFT;12;False;Alpine;1;17;False;;80,343;;;23,401;32,737;24,205;5448,69;5529,033;5472,102;5504,839;5529,044
740;COL;43;66;4;274;271;282;336;False;SOFT;13;False;Alpine;1;16;False;;79,978;;;23,14;32,759;24,079;5529,033;5609,011;5552,184;5584,943;5609,022
741;HAM;44;1;1;260;261;278;290;False;SOFT;4;False;Ferrari;1;4;False;;85,349;;;;32,96;24,259;0;85,604;;61,453;85,855
742;HAM;44;2;1;254;270;278;306;True;SOFT;5;False;Ferrari;1;4;False;;81,368;;;24,232;32,983;24,153;85,604;166,972;109,874;142,857;167,01
743;HAM;44;3;1;259;276;279;;True;SOFT;6;False;Ferrari;1;4;False;;80,753;;;23,843;32,754;24,156;166,972;247,725;190,853;223,607;247,763
744;HAM;44;4;1;266;274;277;;True;SOFT;7;False;Ferrari;1;4;False;;80,639;;;23,899;32,494;24,246;247,725;328,364;271,662;304,156;328,402
745;HAM;44;5;1;260;271;277;309;False;SOFT;8;False;Ferrari;1;4;False;;81,109;;;23,967;32,681;24,461;328,364;409,473;352,369;385,05;409,511
746;HAM;44;6;1;266;279;278;;False;SOFT;9;False;Ferrari;1;4;False;;81,565;;;24,134;32,822;24,609;409,473;491,038;433,645;466,467;491,076
747;HAM;44;7;1;268;275;278;;False;SOFT;10;False;Ferrari;1;4;False;;81,623;;;24,204;32,867;24,552;491,038;572,661;515,28;548,147;572,699
748;HAM;44;8;1;270;282;278;307;False;SOFT;11;False;Ferrari;1;4;False;;81,929;;;24,362;32,995;24,572;572,661;654,59;597,061;630,056;654,628
749;HAM;44;9;1;267;279;276;309;False;SOFT;12;False;Ferrari;1;4;False;;81,974;;;24,355;32,919;24,7;654,59;736,564;678,983;711,902;736,602
750;HAM;44;10;1;265;281;278;307;False;SOFT;13;False;Ferrari;1;5;False;;83,068;;;25,234;33,148;24,686;736,564;819,632;761,836;794,984;819,67
751;HAM;44;11;1;273;283;279;310;False;SOFT;14;False;Ferrari;1;5;False;;81,552;;;24,116;32,833;24,603;819,632;901,184;843,786;876,619;901,222
752;HAM;44;12;1;271;278;277;311;False;SOFT;15;False;Ferrari;1;5;False;;81,615;;;24,021;32,938;24,656;901,184;982,799;925,243;958,181;982,837
753;HAM;44;13;1;270;277;276;;False;SOFT;16;False;Ferrari;1;5;False;;81,828;;;24,111;32,985;24,732;982,799;1064,627;1006,948;1039,933;1064,665
754;HAM;44;14;1;272;279;276;309;False;SOFT;17;False;Ferrari;1;4;False;;82,32;;;24,221;33,289;24,81;1064,627;1146,947;1088,886;1122,175;1146,985
755;HAM;44;15;1;276;278;277;307;False;SOFT;18;False;Ferrari;1;4;False;;81,869;;;24,224;32,888;24,757;1146,947;1228,816;1171,209;1204,097;1228,854
756;HAM;44;16;1;269;279;;308;False;SOFT;19;False;Ferrari;1;5;False;;85,739;;4865,232;24,214;32,885;28,64;1228,816;1314,555;1253,068;1285,953;1314,593
757;HAM;44;17;2;262;268;275;255;False;MEDIUM;1;True;Ferrari;1;9;False;;99,78;4887,233;;42,624;32,697;24,459;1314,555;1414,335;1357,217;1389,914;1414,373
758;HAM;44;18;2;272;275;278;306;False;MEDIUM;2;True;Ferrari;1;8;False;;80,948;;;24,199;32,429;24,32;1414,335;1495,283;1438,572;1471,001;1495,321
759;HAM;44;19;2;265;272;277;;False;MEDIUM;3;True;Ferrari;1;8;False;;81,348;;;23,96;32,95;24,438;1495,283;1576,631;1519,281;1552,231;1576,669
760;HAM;44;20;2;268;276;277;307;False;MEDIUM;4;True;Ferrari;1;7;False;;80,755;;;23,93;32,431;24,394;1576,631;1657,386;1600,599;1633,03;1657,424
761;HAM;44;21;2;;274;279;;True;MEDIUM;5;True;Ferrari;1;6;False;;80,545;;;23,811;32,471;24,263;1657,386;1737,931;1681,235;1713,706;1737,969
762;HAM;44;22;2;;277;278;308;True;MEDIUM;6;True;Ferrari;1;5;False;;80,28;;;23,774;32,334;24,172;1737,931;1818,211;1761,743;1794,077;1818,249
763;HAM;44;23;2;;278;280;;True;MEDIUM;7;True;Ferrari;1;5;False;;80,03;;;23,775;32,177;24,078;1818,211;1898,241;1842,024;1874,201;1898,279
764;HAM;44;24;2;275;277;277;;False;MEDIUM;8;True;Ferrari;1;5;False;;80,304;;;23,715;32,224;24,365;1898,241;1978,545;1921,994;1954,218;1978,583
765;HAM;44;25;2;276;272;278;307;False;MEDIUM;9;True;Ferrari;1;5;False;;80,509;;;23,854;32,292;24,363;1978,545;2059,054;2002,437;2034,729;2059,092
766;HAM;44;26;2;270;278;279;309;False;MEDIUM;10;True;Ferrari;1;5;False;;80,648;;;23,897;32,517;24,234;2059,054;2139,702;2082,989;2115,506;2139,74
767;HAM;44;27;2;274;281;280;;False;MEDIUM;11;True;Ferrari;1;5;False;;80,426;;;23,89;32,373;24,163;2139,702;2220,128;2163,63;2196,003;2220,166
768;HAM;44;28;2;277;280;277;;False;MEDIUM;12;True;Ferrari;1;5;False;;80,48;;;23,66;32,376;24,444;2220,128;2300,608;2243,826;2276,202;2300,646
769;HAM;44;29;2;279;285;281;;False;MEDIUM;13;True;Ferrari;1;5;False;;80,206;;;23,677;32,268;24,261;2300,608;2380,814;2324,323;2356,591;2380,852
770;HAM;44;30;2;274;284;278;;False;MEDIUM;14;True;Ferrari;1;5;False;;81,183;;;24,168;32,595;24,42;2380,814;2461,997;2405,02;2437,615;2462,035
771;HAM;44;31;2;279;286;281;311;False;MEDIUM;15;True;Ferrari;1;5;False;;80,343;;;23,628;32,321;24,394;2461,997;2542,34;2485,663;2517,984;2542,378
772;HAM;44;32;2;278;288;279;;False;MEDIUM;16;True;Ferrari;1;5;False;;80,317;;;23,701;32,276;24,34;2542,34;2622,657;2566,079;2598,355;2622,695
773;HAM;44;33;2;276;284;279;310;False;MEDIUM;17;True;Ferrari;1;5;False;;80,257;;;23,636;32,261;24,36;2622,657;2702,914;2646,331;2678,592;2702,952
774;HAM;44;34;2;281;283;279;309;False;MEDIUM;18;True;Ferrari;1;5;False;;80,286;;;23,657;32,225;24,404;2702,914;2783,2;2726,609;2758,834;2783,238
775;HAM;44;35;2;280;274;281;;False;MEDIUM;19;True;Ferrari;1;5;False;;80,283;;;23,722;32,275;24,286;2783,2;2863,483;2806,96;2839,235;2863,521
776;HAM;44;36;2;277;275;280;310;False;MEDIUM;20;True;Ferrari;1;5;False;;80,452;;;23,742;32,261;24,449;2863,483;2943,935;2887,263;2919,524;2943,973
777;HAM;44;37;2;279;269;280;311;False;MEDIUM;21;True;Ferrari;1;5;False;;80,784;;;23,862;32,344;24,578;2943,935;3024,719;2967,835;3000,179;3024,757
778;HAM;44;38;2;278;281;281;;False;MEDIUM;22;True;Ferrari;1;5;False;;80,512;;;23,842;32,347;24,323;3024,719;3105,231;3048,599;3080,946;3105,269
779;HAM;44;39;2;;272;282;;False;MEDIUM;23;True;Ferrari;1;5;False;;80,699;;;23,765;32,442;24,492;3105,231;3185,93;3129,034;3161,476;3185,968
780;HAM;44;40;2;;269;279;;False;MEDIUM;24;True;Ferrari;1;5;False;;80,77;;;23,694;32,524;24,552;3185,93;3266,7;3209,662;3242,186;3266,738
781;HAM;44;41;2;280;269;280;;False;MEDIUM;25;True;Ferrari;1;4;False;;80,553;;;23,735;32,335;24,483;3266,7;3347,253;3290,473;3322,808;3347,291
782;HAM;44;42;2;;284;280;;False;MEDIUM;26;True;Ferrari;1;4;False;;80,849;;;23,692;32,646;24,511;3347,253;3428,102;3370,983;3403,629;3428,14
783;HAM;44;43;2;;275;280;310;False;MEDIUM;27;True;Ferrari;1;4;False;;81,029;;;23,93;32,575;24,524;3428,102;3509,131;3452,07;3484,645;3509,169
784;HAM;44;44;2;282;273;278;311;False;MEDIUM;28;True;Ferrari;1;4;False;;80,93;;;23,843;32,503;24,584;3509,131;3590,061;3533,012;3565,515;3590,099
785;HAM;44;45;2;;280;280;;False;MEDIUM;29;True;Ferrari;1;4;False;;81,412;;;24,004;32,806;24,602;3590,061;3671,473;3614,103;3646,909;3671,511
786;HAM;44;46;2;;284;;;False;MEDIUM;30;True;Ferrari;1;4;False;;85,116;;7307,305;23,868;32,526;28,722;3671,473;3756,589;3695,379;3727,905;3756,627
787;HAM;44;47;3;271;280;281;257;False;SOFT;4;False;Ferrari;1;7;False;;99,788;7331,696;;44,546;31,734;23,508;3756,589;3856,377;3801,173;3832,907;3856,415
788;HAM;44;48;3;276;274;283;311;True;SOFT;5;False;Ferrari;1;7;False;;78,335;;;23,144;31,592;23,599;3856,377;3934,712;3879,559;3911,151;3934,75
789;HAM;44;49;3;282;281;281;314;False;SOFT;6;False;Ferrari;1;6;False;;78,598;;;23,145;31,772;23,681;3934,712;4013,31;3957,895;3989,667;4013,348
790;HAM;44;50;3;278;271;282;311;False;SOFT;7;False;Ferrari;1;6;False;;78,344;;;23,078;31,474;23,792;4013,31;4091,654;4036,426;4067,9;4091,692
791;HAM;44;51;3;279;268;282;313;False;SOFT;8;False;Ferrari;1;6;False;;78,722;;;23,136;31,736;23,85;4091,654;4170,376;4114,828;4146,564;4170,414
792;HAM;44;52;3;278;275;282;311;False;SOFT;9;False;Ferrari;1;6;False;;78,645;;;23,092;31,594;23,959;4170,376;4249,021;4193,506;4225,1;4249,059
793;HAM;44;53;3;277;273;281;312;False;SOFT;10;False;Ferrari;1;6;False;;79,16;;;23,423;31,76;23,977;4249,021;4328,181;4272,482;4304,242;4328,219
794;HAM;44;54;3;283;262;283;;False;SOFT;11;False;Ferrari;1;6;False;;79,257;;;23,397;31,903;23,957;4328,181;4407,438;4351,616;4383,519;4407,476
795;HAM;44;55;3;154;215;;;False;SOFT;12;False;Ferrari;124;6;False;;105,765;;8063,842;30,414;41,53;33,821;4407,438;4513,203;4437,89;4479,42;4513,241
796;HAM;44;56;4;223;154;256;230;False;SOFT;4;False;Ferrari;4;6;False;;129,13;8086,743;;49,544;43,925;35,661;4513,203;4642,333;4562,785;4606,71;4642,371
797;HAM;44;57;4;232;104;84;275;False;SOFT;5;False;Ferrari;4;6;False;;113,404;;;25,734;48,484;39,186;4642,333;4755,737;4668,105;4716,589;4755,775
798;HAM;44;58;4;145;168;76;258;False;SOFT;6;False;Ferrari;4;6;False;;122,703;;;37,178;48,433;37,092;4755,737;4878,44;4792,953;4841,386;4878,478
799;HAM;44;59;4;119;203;164;255;False;SOFT;7;False;Ferrari;4;6;False;;123,215;;;39,711;46,701;36,803;4878,44;5001,655;4918,189;4964,89;5001,693
800;HAM;44;60;4;120;97;287;264;False;SOFT;8;False;Ferrari;41;6;False;;118,871;;;34,735;45,88;38,256;5001,655;5120,526;5036,428;5082,308;5120,564
801;HAM;44;61;4;258;287;283;322;False;SOFT;9;False;Ferrari;1;6;False;;79,362;;;23,507;32,247;23,608;5120,526;5199,888;5144,071;5176,318;5199,926
802;HAM;44;62;4;287;300;286;314;True;SOFT;10;False;Ferrari;1;6;False;;77,706;;;22,982;31,208;23,516;5199,888;5277,594;5222,908;5254,116;5277,632
803;HAM;44;63;4;282;290;285;316;False;SOFT;11;False;Ferrari;1;6;False;;77,939;;;22,922;31,346;23,671;5277,594;5355,533;5300,554;5331,9;5355,571
804;HAM;44;64;4;284;293;287;;False;SOFT;12;False;Ferrari;1;6;False;;78,833;;;23,289;31,698;23,846;5355,533;5434,366;5378,86;5410,558;5434,404
805;HAM;44;65;4;276;292;286;321;False;SOFT;13;False;Ferrari;1;7;False;;79,738;;;23,503;32,331;23,904;5434,366;5514,104;5457,907;5490,238;5514,142
806;HAM;44;66;4;284;290;278;318;False;SOFT;14;False;Ferrari;1;7;False;;79,034;;;23,087;31,928;24,019;5514,104;5593,138;5537,229;5569,157;5593,176
807;BOR;5;1;1;229;242;279;303;False;SOFT;4;False;Kick Sauber;1;12;False;;89,36;;;;34,48;25,08;0;89,615;;64,655;89,976
808;BOR;5;2;1;249;244;281;317;True;SOFT;5;False;Kick Sauber;1;12;False;;83,275;;;24,666;33,728;24,881;89,615;172,89;114,284;148,012;172,893
809;BOR;5;3;1;252;247;280;341;True;SOFT;6;False;Kick Sauber;1;12;False;;82,493;;;24,142;33,577;24,774;172,89;255,383;197,035;230,612;255,386
810;BOR;5;4;1;255;261;280;337;True;SOFT;7;False;Kick Sauber;1;12;False;;82,114;;;23,954;33,292;24,868;255,383;337,497;279,34;312,632;337,5
811;BOR;5;5;1;248;260;281;334;False;SOFT;8;False;Kick Sauber;1;12;False;;82,13;;;23,901;33,38;24,849;337,497;419,627;361,401;394,781;419,63
812;BOR;5;6;1;260;259;276;332;False;SOFT;9;False;Kick Sauber;1;12;False;;82,166;;;23,991;33,231;24,944;419,627;501,793;443,621;476,852;501,796
813;BOR;5;7;1;264;268;277;315;False;SOFT;10;False;Kick Sauber;1;12;False;;82,531;;;24,134;33,45;24,947;501,793;584,324;525,93;559,38;584,327
814;BOR;5;8;1;262;264;274;312;False;SOFT;11;False;Kick Sauber;1;12;False;;83,133;;;24,268;33,601;25,264;584,324;667,457;608,595;642,196;667,46
815;BOR;5;9;1;;258;277;311;False;SOFT;12;False;Kick Sauber;1;12;False;;83,248;;;24,405;33,659;25,184;667,457;750,705;691,865;725,524;750,708
816;BOR;5;10;1;260;265;276;310;False;SOFT;13;False;Kick Sauber;1;11;False;;82,659;;;24,276;33,429;24,954;750,705;833,364;774,984;808,413;833,367
817;BOR;5;11;1;262;266;278;;False;SOFT;14;False;Kick Sauber;1;10;False;;82,506;;;24,206;33,292;25,008;833,364;915,87;857,573;890,865;915,873
818;BOR;5;12;1;264;257;276;312;False;SOFT;15;False;Kick Sauber;1;10;False;;83,318;;;24,305;33,789;25,224;915,87;999,188;940,178;973,967;999,191
819;BOR;5;13;1;257;256;275;310;False;SOFT;16;False;Kick Sauber;1;10;False;;84,556;;;25,189;34,136;25,231;999,188;1083,744;1024,38;1058,516;1083,747
820;BOR;5;14;1;263;267;275;311;False;SOFT;17;False;Kick Sauber;1;10;False;;83,066;;;24,297;33,531;25,238;1083,744;1166,81;1108,044;1141,575;1166,813
821;BOR;5;15;1;;265;274;310;False;SOFT;18;False;Kick Sauber;1;10;False;;83,295;;;24,359;33,629;25,307;1166,81;1250,105;1191,172;1224,801;1250,108
822;BOR;5;16;1;265;269;273;;False;SOFT;19;False;Kick Sauber;1;10;False;;83,056;;;24,244;33,51;25,302;1250,105;1333,161;1274,352;1307,862;1333,164
823;BOR;5;17;1;257;266;274;309;False;SOFT;20;False;Kick Sauber;1;10;False;;84,138;;;24,671;34,037;25,43;1333,161;1417,299;1357,835;1391,872;1417,302
824;BOR;5;18;1;266;263;274;310;False;SOFT;21;False;Kick Sauber;1;10;False;;83,443;;;24,316;33,83;25,297;1417,299;1500,742;1441,618;1475,448;1500,745
825;BOR;5;19;1;;265;;308;False;SOFT;22;False;Kick Sauber;1;12;False;;87,666;;5139,156;24,382;33,934;29,35;1500,742;1588,408;1525,127;1559,061;1588,411
826;BOR;5;20;2;258;259;276;255;False;MEDIUM;1;True;Kick Sauber;1;19;False;;101,588;5161,241;;43,406;33,18;25,002;1588,408;1689,996;1631,817;1664,997;1689,999
827;BOR;5;21;2;261;266;275;309;True;MEDIUM;2;True;Kick Sauber;1;18;False;;81,974;;;24,248;32,911;24,815;1689,996;1771,97;1714,247;1747,158;1771,973
828;BOR;5;22;2;265;267;278;308;True;MEDIUM;3;True;Kick Sauber;1;18;False;;81,164;;;23,896;32,553;24,715;1771,97;1853,134;1795,869;1828,422;1853,137
829;BOR;5;23;2;266;272;277;310;False;MEDIUM;4;True;Kick Sauber;1;18;False;;81,452;;;23,862;32,761;24,829;1853,134;1934,586;1876,999;1909,76;1934,589
830;BOR;5;24;2;;270;283;312;False;MEDIUM;5;True;Kick Sauber;1;18;False;;81,483;;;24,046;32,761;24,676;1934,586;2016,069;1958,635;1991,396;2016,072
831;BOR;5;25;2;261;264;277;337;False;MEDIUM;6;True;Kick Sauber;1;16;False;;81,192;;;23,569;32,941;24,682;2016,069;2097,261;2039,641;2072,582;2097,264
832;BOR;5;26;2;264;266;279;311;False;MEDIUM;7;True;Kick Sauber;1;15;False;;81,225;;;23,814;32,718;24,693;2097,261;2178,486;2121,078;2153,796;2178,489
833;BOR;5;27;2;270;268;278;312;True;MEDIUM;8;True;Kick Sauber;1;15;False;;80,999;;;23,76;32,66;24,579;2178,486;2259,485;2202,249;2234,909;2259,488
834;BOR;5;28;2;266;268;279;;False;MEDIUM;9;True;Kick Sauber;1;15;False;;81,159;;;23,706;32,711;24,742;2259,485;2340,644;2283,194;2315,905;2340,647
835;BOR;5;29;2;269;268;276;313;False;MEDIUM;10;True;Kick Sauber;1;15;False;;81,54;;;23,786;32,95;24,804;2340,644;2422,184;2364,433;2397,383;2422,187
836;BOR;5;30;2;271;269;279;;False;MEDIUM;11;True;Kick Sauber;1;15;False;;81,448;;;23,901;32,885;24,662;2422,184;2503,632;2446,088;2478,973;2503,635
837;BOR;5;31;2;263;259;283;315;False;MEDIUM;12;True;Kick Sauber;1;15;False;;81,612;;;23,873;33,077;24,662;2503,632;2585,244;2527,508;2560,585;2585,247
838;BOR;5;32;2;254;250;279;335;False;MEDIUM;13;True;Kick Sauber;1;14;False;;82,119;;;23,927;33,289;24,903;2585,244;2667,363;2609,174;2642,463;2667,366
839;BOR;5;33;2;;268;280;333;False;MEDIUM;14;True;Kick Sauber;1;14;False;;81,904;;;23,819;32,993;25,092;2667,363;2749,267;2691,185;2724,178;2749,27
840;BOR;5;34;2;264;266;278;337;False;MEDIUM;15;True;Kick Sauber;1;13;False;;81,874;;;23,84;33,283;24,751;2749,267;2831,141;2773,11;2806,393;2831,144
841;BOR;5;35;2;266;268;278;311;False;MEDIUM;16;True;Kick Sauber;1;13;False;;81,666;;;23,927;32,944;24,795;2831,141;2912,807;2855,071;2888,015;2912,81
842;BOR;5;36;2;271;281;280;;False;MEDIUM;17;True;Kick Sauber;1;12;False;;81,104;;;23,881;32,65;24,573;2912,807;2993,911;2936,691;2969,341;2993,914
843;BOR;5;37;2;;278;280;312;False;MEDIUM;18;True;Kick Sauber;1;12;False;;81,163;;;23,817;32,635;24,711;2993,911;3075,074;3017,731;3050,366;3075,077
844;BOR;5;38;2;270;269;280;311;False;MEDIUM;19;True;Kick Sauber;1;12;False;;81,432;;;23,848;32,917;24,667;3075,074;3156,506;3098,925;3131,842;3156,509
845;BOR;5;39;2;275;276;281;;False;MEDIUM;20;True;Kick Sauber;1;12;False;;81,004;;;23,789;32,643;24,572;3156,506;3237,51;3180,298;3212,941;3237,513
846;BOR;5;40;2;274;275;280;312;True;MEDIUM;21;True;Kick Sauber;1;12;False;;80,881;;;23,662;32,595;24,624;3237,51;3318,391;3261,175;3293,77;3318,394
847;BOR;5;41;2;275;274;281;313;False;MEDIUM;22;True;Kick Sauber;1;12;False;;81,106;;;23,736;32,654;24,716;3318,391;3399,497;3342,13;3374,784;3399,5
848;BOR;5;42;2;272;280;280;;False;MEDIUM;23;True;Kick Sauber;1;11;False;;81,291;;;23,718;32,832;24,741;3399,497;3480,788;3423,218;3456,05;3480,791
849;BOR;5;43;2;215;274;281;310;False;MEDIUM;24;True;Kick Sauber;1;11;False;;83,179;;;24,279;34,068;24,832;3480,788;3563,967;3505,07;3539,138;3563,97
850;BOR;5;44;2;234;265;282;312;False;MEDIUM;25;True;Kick Sauber;1;11;False;;83,274;;;24,858;33,53;24,886;3563,967;3647,241;3588,828;3622,358;3647,244
851;BOR;5;45;2;269;272;281;313;False;MEDIUM;26;True;Kick Sauber;1;10;False;;81,547;;;23,924;32,761;24,862;3647,241;3728,788;3671,168;3703,929;3728,791
852;BOR;5;46;2;242;231;281;312;False;MEDIUM;27;True;Kick Sauber;1;10;False;;84,398;;;25,073;34,216;25,109;3728,788;3813,186;3753,864;3788,08;3813,189
853;BOR;5;47;2;271;273;282;314;False;MEDIUM;28;True;Kick Sauber;1;10;False;;81,519;;;23,899;32,828;24,792;3813,186;3894,705;3837,088;3869,916;3894,708
854;BOR;5;48;2;269;271;283;312;False;MEDIUM;29;True;Kick Sauber;1;10;False;;81,264;;;23,748;32,863;24,653;3894,705;3975,969;3918,456;3951,319;3975,972
855;BOR;5;49;2;272;273;;313;False;MEDIUM;30;True;Kick Sauber;1;13;False;;84,483;;7611,229;23,595;32,605;28,283;3975,969;4060,452;3999,567;4032,172;4060,455
856;BOR;5;50;3;282;276;284;258;False;SOFT;1;True;Kick Sauber;1;17;False;;98,032;7634,195;;42,911;31,674;23,447;4060,452;4158,484;4103,366;4135,04;4158,487
857;BOR;5;51;3;277;272;285;312;True;SOFT;2;True;Kick Sauber;1;17;False;;78,297;;;22,875;31,542;23,88;4158,484;4236,781;4181,362;4212,904;4236,784
858;BOR;5;52;3;269;273;286;314;False;SOFT;3;True;Kick Sauber;1;17;False;;79,386;;;23,316;31,864;24,206;4236,781;4316,167;4260,1;4291,964;4316,17
859;BOR;5;53;3;274;261;289;334;False;SOFT;4;True;Kick Sauber;1;17;False;;79,454;;;23,122;32,089;24,243;4316,167;4395,621;4339,292;4371,381;4395,624
860;BOR;5;54;3;;176;225;339;False;SOFT;5;True;Kick Sauber;124;16;False;;97,819;;;22,951;43,899;30,969;4395,621;4493,44;4418,575;4462,474;4493,443
861;BOR;5;55;3;179;111;174;191;False;SOFT;6;True;Kick Sauber;4;13;False;;126,574;;;34,812;52,653;39,109;4493,44;4620,014;4528,255;4580,908;4620,017
862;BOR;5;56;3;149;120;158;227;False;SOFT;7;True;Kick Sauber;4;12;False;;126,88;;;38,698;48,69;39,492;4620,014;4746,894;4658,715;4707,405;4746,897
863;BOR;5;57;3;173;164;271;211;False;SOFT;8;True;Kick Sauber;4;12;False;;116,454;;;37,256;49,659;29,539;4746,894;4863,348;4784,153;4833,812;4863,351
864;BOR;5;58;3;244;240;284;309;False;SOFT;9;True;Kick Sauber;4;12;False;;82,738;;;24,295;33,774;24,669;4863,348;4946,086;4887,646;4921,42;4946,089
865;BOR;5;59;3;252;252;279;306;False;SOFT;10;True;Kick Sauber;4;12;False;;81,752;;;24,049;32,8;24,903;4946,086;5027,838;4970,138;5002,938;5027,841
866;BOR;5;60;3;241;182;289;307;False;SOFT;11;True;Kick Sauber;41;12;False;;95,364;;;24,741;36,287;34,336;5027,838;5123,202;5052,582;5088,869;5123,205
867;BOR;5;61;3;271;269;285;325;False;SOFT;12;True;Kick Sauber;1;11;False;;80,362;;;23,787;32,799;23,776;5123,202;5203,564;5146,992;5179,791;5203,567
868;BOR;5;62;3;274;278;289;318;False;SOFT;13;True;Kick Sauber;1;11;False;;79,563;;;23,575;32,12;23,868;5203,564;5283,127;5227,142;5259,262;5283,13
869;BOR;5;63;3;271;279;289;336;False;SOFT;14;True;Kick Sauber;1;11;False;;79,979;;;23,492;32,466;24,021;5283,127;5363,106;5306,622;5339,088;5363,109
870;BOR;5;64;3;273;268;287;;False;SOFT;15;True;Kick Sauber;1;12;False;;80,544;;;23,392;32,945;24,207;5363,106;5443,65;5386,501;5419,446;5443,653
871;BOR;5;65;3;267;281;288;316;False;SOFT;16;True;Kick Sauber;1;12;False;;80,291;;;23,453;32,596;24,242;5443,65;5523,941;5467,106;5499,702;5523,944
872;BOR;5;66;3;276;271;286;336;False;SOFT;17;True;Kick Sauber;1;12;False;;79,685;;;23,122;32,489;24,074;5523,941;5603,626;5547,066;5579,555;5603,629
873;SAI;55;1;1;236;244;278;307;False;SOFT;1;True;Williams;1;17;False;;91,809;;;;34,943;25,513;0;92,064;;66,73;92,835
874;SAI;55;2;1;239;251;279;313;True;SOFT;2;True;Williams;1;17;False;;83,851;;;24,744;33,993;25,114;92,064;175,915;116,842;150,835;175,949
875;SAI;55;3;1;244;266;280;337;True;SOFT;3;True;Williams;1;17;False;;82,905;;;24,264;33,694;24,947;175,915;258,82;200,213;233,907;258,854
