n;Driver;DriverNumber;LapNumber;Stint;SpeedI1;SpeedI2;SpeedFL;SpeedST;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;TrackStatus;Position;Deleted;DeletedReason;LapTimeSeconds;PitOutTimeSeconds;PitInTimeSeconds;Sector1TimeSeconds;Sector2TimeSeconds;Sector3TimeSeconds;LapStartTimeSinceStartSeconds;LapEndTimeSinceStartSeconds;Sector1TimeSinceStartSeconds;Sector2TimeSinceStartSeconds;Sector3TimeSinceStartSeconds
1188;BEA;87;52;3;248;280;281;309;False;MEDIUM;17;True;Haas F1 Team;1;13;False;;82,704;;;24,733;33,554;24,417;4223,509;4306,213;4248,253;4281,807;4306,224
1189;BEA;87;53;3;268;277;280;313;False;MEDIUM;18;True;Haas F1 Team;1;13;False;;80,958;;;23,806;32,856;24,296;4306,213;4387,171;4330,03;4362,886;4387,182
1190;BEA;87;54;3;269;224;;309;False;MEDIUM;19;True;Haas F1 Team;124;12;False;;98,755;;8036,541;23,781;42,989;31,985;4387,171;4485,926;4410,963;4453,952;4485,937
1191;BEA;87;55;4;183;120;137;256;False;SOFT;7;False;Haas F1 Team;4;15;False;;136,078;8059,356;;48,481;48,352;39,245;4485,926;4622,004;4534,418;4582,77;4622,015
1192;BEA;87;56;4;148;146;160;208;False;SOFT;8;False;Haas F1 Team;4;14;False;;127,286;;;38,371;48,875;40,04;4622,004;4749,29;4660,386;4709,261;4749,301
1193;BEA;87;57;4;145;128;268;232;False;SOFT;9;False;Haas F1 Team;4;14;False;;115,055;;;37,475;48,707;28,873;4749,29;4864,345;4786,776;4835,483;4864,356
1194;BEA;87;58;4;247;256;279;308;False;SOFT;10;False;Haas F1 Team;4;14;False;;83,573;;;24,395;34,061;25,117;4864,345;4947,918;4888,751;4922,812;4947,929
1195;BEA;87;59;4;255;255;279;313;False;SOFT;11;False;Haas F1 Team;4;14;False;;82,104;;;24,419;33,069;24,616;4947,918;5030,022;4972,348;5005,417;5030,033
1196;BEA;87;60;4;259;124;284;309;False;SOFT;12;False;Haas F1 Team;41;14;False;;93,977;;;24,322;36,81;32,845;5030,022;5123,999;5054,355;5091,165;5124,01
1197;BEA;87;61;4;267;273;282;315;False;SOFT;13;False;Haas F1 Team;1;14;False;;81,477;;;23,95;33,295;24,232;5123,999;5205,476;5147,96;5181,255;5205,487
1198;BEA;87;62;4;274;280;287;316;False;SOFT;14;False;Haas F1 Team;1;14;False;;80,255;;;23,593;32,49;24,172;5205,476;5285,731;5229,08;5261,57;5285,742
1199;BEA;87;63;4;275;278;282;338;True;SOFT;15;False;Haas F1 Team;1;13;False;;78,907;;;22,884;32,034;23,989;5285,731;5364,638;5308,626;5340,66;5364,649
1200;BEA;87;64;4;274;282;282;315;False;SOFT;16;False;Haas F1 Team;1;13;False;;80,3;;;23,498;32,736;24,066;5364,638;5444,938;5388,147;5420,883;5444,949
1201;BEA;87;65;4;276;276;282;313;False;SOFT;17;False;Haas F1 Team;1;13;False;;80,082;;;23,363;32,711;24,008;5444,938;5525,02;5468,312;5501,023;5525,031
1202;BEA;87;66;4;269;284;281;315;False;SOFT;18;False;Haas F1 Team;1;13;False;;79,675;;;23,435;32,304;23,936;5525,02;5604,695;5548,466;5580,77;5604,706
